"Harry Potter a ohnivý pohár";"ucpané . "" Měj se hezky , Uršulo ... a";"děkuji";", že jsi mi pomohla . "" "" Tak ahoj"
"Harry Potter a ohnivý pohár";"Pottere , "" zamumlal . "" Ano ... ehm ...";"děkuji";"vám , "" řekl Harry slabým hlasem . "" Co"
"Harry Potter a ohnivý pohár";"dvanáct NKÚ , takže jsem nesmírně spokojen . Ano ,";"děkuji";"vám , ano , jsem na něj opravdu hrdý ."
"Harry Potter a ohnivý pohár";""" vybídl ho Voldemort lenivě . "" Ach Mistře ...";"děkuji";"vám , Mistře ... "" Natáhl k němu krvácející pahýl"
"Harry Potter a ohnivý pohár";", "" zašeptal . "" Ta je tak krásná ...";"děkuji";"vám , Mistře ... děkuji vám ... "" Po kolenou"
"Harry Potter a ohnivý pohár";"Ta je tak krásná ... děkuji vám , Mistře ...";"děkuji";"vám ... "" Po kolenou se k němu doplazil a"
"Harry Potter a ohnivý pohár";"ano , můj Pane , ovšemže ... jste milostivý ,";"děkuji";"vám ... "" Voldemort se pohnul a hned zase zůstal"
"Harry Potter a ohnivý pohár";"o to postará . "" Děkuji vám , Mistře ...";"děkuji";"vám , "" zamumlal Macnair . "" Ale ! """
"Superhrdina Max";"stoupl . "" Asi máte pravdu . Ale stejně vám";"děkuju";". Promiňte , že jsem vás obral o váš čas"
"Píseň gladiátora";"netvrdím , že ty jsi špiónka . "" "" Ó";"děkuji";", magistře , ale mýlíš se . Jsem špiónka ,"
"Píseň gladiátora";"býka . A teď půjdu porazit Meleagera , pánové ,";"děkuji";"vám za všechnu vaši pomoc . "" Ukázal ke dveřím"
"Ohně na planinách";"jen jediný brambor . Údivem zdvihl obočí . „ Mockrát";"děkuju";". Ráno ti to určitě vrátím , "" sliboval omluvně"
"Ohně na planinách";"bez dlouhého rozmýšlení : „ Ano , pane desátníku ,";"děkuji";"vám . "" Pokaždé , když jsme míjeli raněného vojáka"
"Úterní erotický klub";"Karlsenové , Antonelle Hartelové a Michael Rosenové . A také";"děkuji";"Adamu Chromymu , který si mě vybral z hloučku nadějných"
"Úterní erotický klub";"čtvrtka ? "" "" Ano ! Vyřiďte jí , že";"děkuju";". "" "" Zapijeme to ? "" odepsal právník ."
"Úterní erotický klub";"sedadla . "" To bylo fakt príma . Moc ti";"děkuju";", tetičko Margot , "" povzdechl si spokojeně , ještě"
"Úterní erotický klub";"taxíku přímo před Margotiným domem . "" A vám taky";"děkuju";", kamarádky tetičky Margot . "" "" Rádo se stalo"
"Úterní erotický klub";"Díky , "" řekla Aimee . "" Oběma vám moc";"děkuju";". "" Povídaly si dlouho do noci a probraly stovky"
"Úterní erotický klub";"? "" "" Né . Jenom tu polívku . Ale";"děkuju";". "" Lux jí vrátila jídelníček . Servírka si s"
"Archibaldovy nepřístojnosti";"Položte to někde . A nemusíte servírovat , Parkere ,";"děkuji";"vám . “ Komorník se vzdálil a oběd pokračoval ."
"Archibaldovy nepřístojnosti";"Yorku během posledních mnoha měsíců ? Dvacet ? Já vám";"děkuji";"! Dvacet - dvacet - dvacet - dvacet . Jedinečná"
"Archibaldovy nepřístojnosti";"stě , dvě stě , dvě ... tři sta ,";"děkuji";"vám , tři a čtyři sta , čtyři - čtyři"
"Archibaldovy nepřístojnosti";"- tisíc - tisíc , a vidím jedenáct set ,";"děkuji";"vám , pane . Jedenáct set se nabízí . “"
"Archibaldovy nepřístojnosti";"noc , dobrou ! “ „ Dobrou noc , a";"děkuju";"moc ! “ „ Hrozně rádo se stalo . “"
"Archibaldovy nepřístojnosti";"přesto byl znepokojen , ba polekán . „ Nu ,";"děkuji";"ti , hochu , žes odstranil ten zatracený krám z"
"Smrt básníka";"se ze všeho vylížu , tím líp ! Naopak ,";"děkuju";", že jsem u tohohle setkání mohla být ! “"
"Smrt básníka";"tiše a pak zase normálním tónem dodal : „ Tak";"děkuju";"a já se ještě ozvu ! “ A zavěsil ."
"Smrt básníka";"se začal omlouvat . „ Pane doktore , mockrát vám";"děkuju";", ani nevíte , jak jsme vám vděční ! Já"
"Světlo Země";", že jsou , "" řekl Sadler . "" A";"děkuji";"za spolupráci - vážím si jí . "" Sadler za"
"Akta X";"a mé ženě Barbaře za její pomoc . A nakonec";"děkuji";"tvůrci série Chrisi Carterovi a znovu Franku Spotnitzovi , spoluautorovi"
"Kouzlo noci svatojánské";"Frances . Madam , “ obrátil sek Sophii , „";"děkuji";"za nádherný večer a vynikající večeři . Bohužel , jsem"
"Kouzlo noci svatojánské";"se jít podívat na zbytek mých šatů . Velice vám";"děkuju";", že jste mi se vším pomohla . Ach ,"
"Kouzlo noci svatojánské";"vás , pane , že nic neobvyklého . Marcusi ,";"děkuju";"vám . Rozhodneme tu záležitost později . “ Marcus Carruthers"
"Kouzlo noci svatojánské";"usmála . „ To by bylo milé , Otisi ,";"děkuju";". Pane , nedal byste si šálek čaje ? “"
"Kouzlo noci svatojánské";"něco , paní ? “ „ Ne , Rosie ,";"děkuju";". Už můžete jít . “ Viděl , jak se"
"Kouzlo noci svatojánské";"radši něco jiného ? “ „ N - ne ,";"děkuju";". “ Zvedla skleničku a napila se . Hřejivá tekutina"
"Kouzlo noci svatojánské";"odsekla . „ Zaplatím jim nové šaty sama . Nicméně";"děkuju";", že mým sestrám dovolíte , aby bydlely ve vašem"
"Kmen Andromeda";"” „ Zabezpečovací system . ” „ Tak to vám";"děkuju";", ” ulevil si Hall a postupoval ke gumovému těsnění"
"Debora";"Ne , rozhodně ne ! Pro mě jen limonádu ,";"děkuji";". Potřebuji mít všechny smysly pohromadě v téhle soutěži ."
"Debora";"přeji úspěch . "" "" Děkuji vám , Ravenscare ,";"děkuji";"! Byl jsem si jist , že se v tomto"
"Debora";". Dej si trochu piva . "" "" Nechci ,";"děkuji";", "" odmítl netrpělivě Adrian . "" Jak jsem se"
"Debora";"nebo bys něco pojedl ? "" "" Ó ne ,";"děkuji";"! Povečeřeli jsme v Hatfieldu , a teď jsem ještě"
"Debora";". "" "" Ne , ne , nechci nic ,";"děkuji";"! Jen si přečtěte dopis , prosím vás ! """
"Procitnutí";". Baculaté ženy se mu nelíbí . „ Ne ,";"děkuji";", “ odmítla nakonec . „ A teď mě zaveďte"
"Procitnutí";". „ Chutná vám to ? “ „ Ano ,";"děkuji";", chutná . “ Vrátila se k jídlu , teď"
"Procitnutí";"majetku a snobismu vyslechla hrozné věci . „ Ne ,";"děkuji";"vám , počkám jako ostatní . “ Zamračila se ,"
"Procitnutí";"ho za ruku . „ Ach Taylore , moc ti";"děkuji";", žes mě sem vzal . Čím začneme ? Máš"
"O bílých slonech";"to mohlo být . „ Děkuju , paní Svobodová ,";"děkuju";"vám . To jste hodná . Ale nezlobte se ,"
"O bílých slonech";"před pusu si samozřejmě nedala . „ Na shledanou a";"děkuju";"vám . "" Doprovodil je ven a poněkolikáté si rukou"
"O bílých slonech";"? "" zkusila to ještě jednou . „ Nemusíš ,";"děkuju";". Už je tam mladej . Dodělám to a přijdu"
"Jumper";". "" Bylo mi trapně . "" Hm , moc";"děkuju";". Já fakt … "" "" Poděkuješ mi později ."
"Jumper";"neukázal . "" "" Díky , doktore . Moc vám";"děkuju";". "" Zavěsil jsem . První impulz radil skočit pryč"
"Ztráty a lži";"“ Proust vypadal dotčeně . „ Mnohokrát vám za to";"děkuju";". Když už jste tak hovorný , třeba byste mi"
"A zničte Paříž!";"skácel k zemi . „ Vyřiďte mu , že mu";"děkuju";", “ pronesl Claus vážně . Obtočil si všechny tři"
"A zničte Paříž!";"potřásl hlavou a hlasitě se zasmál . „ Ne ,";"děkuju";"! Na tvoji radu jsem dal už tenkrát v osmatřicátým"
"Heisenbergovy oči";"soulad pominul , všiml si Potter . „ Ne ,";"děkuji";", “ řekl . Vzal si složku Durantových a zamířil"
"Zvěrolékař jde do boje";"nemohla dělat vůbec nic . „ Tak vám moc pěkně";"děkuju";", mladej pane , “ pravil farmář . „ Jste"
"Zvěrolékař jde do boje";"najíst . “ „ Ne , ne , ne ,";"děkuji";", musím tam zajet . “ Usmál se . „"
"Zvěrolékař jde do boje";"jsem nevěřícně pohlédl do postýlky . „ Tak vám moc";"děkuju";", paní Dewburnová . Bylo to od vás laskavé ,"
"Zvěrolékař jde do boje";"„ Napijete se se mnou ? “ „ Jo ,";"děkuju";"vám . “ Namířil třaslavý prst na svou sklenici ."
"Zvěrolékař jde do boje";"majitelů psů , kteří byli postiženi . Děkuji vám ...";"děkuji";"vám . Zajdeme za nimi a poptáme se v místních"
"Zvěrolékař jde do boje";". “ Napřáhl ruku . „ Tak vám tedy znovu";"děkuji";", pane Herriote . Jsem Petr Gillard a tohle je"
"Zvěrolékař jde do boje";"podstatně zhoršilo . “ Dychtivě kývl . „ Ano ,";"děkuju";", pane doktor , moc vám děkuju . “ Siegfried"
"Zvěrolékař jde do boje";"„ Ano , děkuju , pane doktor , moc vám";"děkuju";". “ Siegfried lomozil ve skříňce a já jsem píchl"
"Zvěrolékař jde do boje";"odporovat , a přijal peníze . „ Tak vám moc";"děkuju";", pane Farnon . Vyvezu za to paničku na vejlet"
"Rodová znamení";"je to od tebe velice milé , ale ne ,";"děkuju";". Pro mě to není , takové psychodrama . “"
"Rodová znamení";"ne ( lo ) , pomoc ( ezra ) a";"děkuji";"( toda ) . Když dohrajeme , tváří se ,"
"Rodová znamení";"jsme domluveni , “ prohlásí . „ A teď vám";"děkuju";"za výborné jídlo , ale musím prchat , mám zkoušku"
"Rodová znamení";", ale pak , zrovna když se chystám říct jí";"děkuju";"a na shledanou , povídá : „ Byla bys tak"
"Rodová znamení";"k autu a Johann jde bezeslova za nimi , žádné";"děkuju";"nebo sbohem , ani matce , ani Gretě , ani"
"Pan Pip";". „ Děkuju vám , pane Wattsi . Mockrát vám";"děkuju";". Přišla jsem dnes , abych vás , děti ,"
"Pan Pip";"očima . Pan Watts přikývl a jeho ústa vyslovila neslyšné";"děkuji";". Kdosi jiný si vzpomněl na verš : „ …"
"Dvojí láska";"co jste potřebovala ? “ „ Ano , našla ,";"děkuju";", “ odpověděla Lauren a položila si kabelku a sako"
"Dvojí láska";". Stejně ho už nikdy neuvidí . „ No ,";"děkuju";"za všechno . Doufám , že prezident nezjistí , že"
"Dvojí láska";"nezmění - udělala jsem na něj příšerný dojem . Ale";"děkuju";"za nabídku . “ O deset minut později Lauren zaplatila"
"Dvojí láska";"usmál . „ Trochu kávy ! “ „ Ano ,";"děkuju";". “ „ Za co ? “ chytila ho vesele"
"Dvojí láska";". „ Už jsem si kávu udělala , ale stejně";"děkuju";", “ prohlásila Lauren odměřeně . S rostoucím neklidem si"
"Dvojí láska";"Na shledanou , “ rozloučila se tiše . „ A";"děkuji";"vám . “ Potom vyšla z restaurace a už se"
"Mášeňka";"Nechcete se projít se mnou ? "" „ Ne ,";"děkuju";", "" řekl Ganin a šel dál k sobě ."
"Mášeňka";"dlouho : odpověď přišla až v červenci . „ Mockrát";"děkuji";"za dobrý , milý , , jižní ' dopis ."
"Mášeňka";"baloňák a Klára mu otevřela dveře . „ Moc vám";"děkuju";", "" řekl , bokem vycházeje na odpočívadlo . „"
"Na sklonku léta";"nechám … měla jsem jen takový nápad … Moc vám";"děkuju";". “ Oblékla jsem si plášť , sebrala kabelku a"
"Na sklonku léta";"Lumleyová ti nepochybně udělá další . “ „ Ne ,";"děkuju";". “ Přitáhla jsem si nízkou koženou stoličku a posadila"
"Královna z Provence";"na svůj věk . “ „ Kvůli Isabelle za něj";"děkuji";"bohu , “ poznamenala Eleanor s opětovnou výčitkou . Bylo"
"Temná řeka";"byste si čaj , Michaeli ? “ „ Ano ,";"děkuji";". “ Paní Brewsterová vyjmula z malé skříňky mezi sedadly"
"Čluny útočí";"Pojďte si dát s náma . "" "" Ne ,";"děkuju";", "" odmítl Hardy . "" Přišel jsem si jenom"
"Čluny útočí";""" Korvetní kapitáne Edlande , "" zahřímal Churchill , """;"děkuji";"vám za zprávu . Znám i ty ostatní , proto"
"Čluny útočí";"říká , "" přitakal Edland . "" Ale stejně vám";"děkuju";". "" DeLong zajel bokem člunu ke kotvišti tak obratně"
"Čarodějka Šestého měsíce";". Udělám to zítra . Ale moc vám za všechno";"děkuju";". Především tobě , Roxy , “ řekla Nina a"
"Čarodějka Šestého měsíce";"radostně skočili okolo krku . „ Dobře , dobře ,";"děkuji";", “ řekla Nina dojatě , „ ale mám pro"
"Chování nočních motýlů";"rady Judith Murrayové z nakladatelství Greene & Heaton . Rovněž";"děkuji";"Hazel Ormeové , celému týmu v Little , Brown a"
"Ameriko, Ameriko";"koláčem . Byla ještě teplá . „ No tedy ,";"děkuji";"ti , Coreyi , ” řekla paní Metareyová . „"
"Ameriko, Ameriko";"” otázala se jí moje žena . „ Ne ,";"děkuji";", madam , ” odpověděla Trieste . Natáhla ruku a"
"Ameriko, Ameriko";"skončil , ozval jsem se : „ Ještě jednou vám";"děkuju";", pane McGoware . ” Z téže kapsy vytáhl další"
"Ameriko, Ameriko";"bože , ” hlesla máma . „ Moc vám všem";"děkuji";", ” řekl jsem , přestože Clara dosud stála za"
"Ameriko, Ameriko";"na hodinky . „ Pane Metareyi , paní Metareyová ,";"děkuji";"vám . Byli jste na mého syna velice hodní ."
"Ameriko, Ameriko";", dokud jsme ve vzduchu . ” „ Ne ,";"děkuji";". ” „ Je vidět , že máš rozum ,"
"Ameriko, Ameriko";"času , ” odpověděla mi na to . „ Ale";"děkuju";". ” „ Myslíte to zadání ? Nebo to ,"
"Ameriko, Ameriko";"se na mě mohla podívat . „ Ale stejně ti";"děkuju";". Je moc pěkný . ” „ Na místo v"
"Ameriko, Ameriko";"o něj . To je prozatím vše . Mnohokrát Vám";"děkuji";". Hodně jste pro mě znamenal . Trieste Druhý den"
"Elyonova země";"Jak se vede rodině ? “ „ Velice dobře ,";"děkuju";", “ štěbetal Murphy . „ Chceš je vidět ?"
"Drž se";"hodně znamená . A pro mě taky . Takže vám";"děkuju";". “ „ Není zač . “ „ Jill říkala"
"Drž se";"Neznám ji . “ „ Dobrá , pane Cordovo ,";"děkuji";"vám . Hned se vrátím . “ „ Můžu si"
"Drž se";"to ? “ zeptala se Yasmin . „ Ano ,";"děkuju";". “ Yasmininy oči se zalily slzami . „ Pořád"
"Drž se";"políbil u domovních dveří Beth na rozloučenou . „ Mockrát";"děkuju";", žes pohlídala holky . “ „ To nic nebylo"
"Amberville";"se ještě rozšířil . Přikývla a zašeptala „ Ano ,";"děkuji";"“ . To bylo okouzlující . Okamžik nato jsem věděl"
"Amberville";"čaje mléko nebo cukr ? “ „ Jen mléko ,";"děkuji";", “ odpověděl Sam způsobně . „ Já si nic"
"Smrtící sudoku";"ani nesnažila najít si nějakou náhradu . „ Mockrát vám";"děkuju";", dámy . “ „ My jsme ale ještě neskončily"
"Smrtící sudoku";"kdo ji přivezl domů . „ Dobrou noc , a";"děkuju";", “ řekla Kate , když konečně stála v bezpečí"
"Smrtící sudoku";"vám škola připadat nudná . „ No , každopádně ti";"děkuju";", že jsi využil volno , abys odházel ten sníh"
"Smrtící sudoku";"jít na tu večeři ? “ „ Nechci , ale";"děkuji";"vám . Potřebuju se vyspat . Než odjedete , ještě"
"Smrtící sudoku";"se vede vaší babičce ? “ „ Mnohem lépe ,";"děkuji";". “ „ To jsem moc ráda . Musíte k"
"Žádné slitování";"si hořce . Už jsem se nabrečela dost sama ,";"děkuju";"pěkně . Všechny ty slzy a sebelítost ji změnily ve"
"Žádné slitování";"déle . A pošlu ti účet za ten obvaz ,";"děkuju";"pěkně . “ Nastalo ponuré ticho , které přerušil teprve"
"Žádné slitování";"to dojde . Už už ji chtěl odmítnout , ne";"děkuji";", nedělej si starosti , ale něco ho zarazilo ."
"Žádné slitování";"pak zvedla hlavu a nuceně se usmála . “ Jenom";"děkuju";"Bohu za malé laskavosti . “ „ Proč by chtěli"
"Žádné slitování";"ji přinutil dokonce k úsměvu . „ Za to ti";"děkuji";". A ... když tedy mezi námi není žádné nedorozumění"
"Žádné slitování";", upřímně ... nádherné . A za to ti také";"děkuji";". “ „ Možná jsi si toho , Juliano ,"
"Žádné slitování";"mrzet , že ji sem vůbec vodil . Tak ti";"děkuju";", Doku . To Colter ho do toho navezl ."
"Žádné slitování";". “ „ Bože , díky . Ach Bože ,";"děkuju";"ti , děkuju ! “ šeptala směrem k nebi ."
"Žádné slitování";"Bože , díky . Ach Bože , děkuju ti ,";"děkuju";"! “ šeptala směrem k nebi . „ To si"
"Žádné slitování";", aby energicky a rychle řekla té nebohé duši „";"děkuju";"nechci , “ ať už bude prodávat cokoli , skoro"
"Duch";"Jaké to je být nenáviděný ? “ „ Moc vám";"děkuju";". “ „ Lidi nefascinuje politika – koho zajímá politika"
"Duch";"možné všechno . Řekl jsem jen : ‚ Moc ti";"děkuju";", Richarde , žes mi dal vědět , ‘ a"
"Duch";"den slavnostního předávání cen ve škole . „ Moc vám";"děkuji";". Rád vás vidím . “ „ Ach , doprčic"
"Duch";"s druhým pilotem a stevardem . „ Díky . Moc";"děkuju";". “ Obrátil se k nám stále ještě se svým"
"Duch";"„ Děkuji vám , “ řekla . „ Moc vám";"děkuji";". A dobrý večer . “ Odmlčela se a mezi"
"Zimní žár";"pouze jeden , “ podotkla , „ a každý den";"děkuji";"Bohu , že to byl Conner , kdo přežil ."
"Zaříkávačka koní";"o její břicho . Skoro jako by chtěl říct „";"děkuji";"“ . „ Počkej ! “ napomíná ho Zuzka ."
"Zaříkávačka koní";"jak Zuzka v obličeji potupně zrudla . „ Ne ,";"děkuji";"! “ odpoví Zuzka rychle . „ Maminka mi zabalila"
"Detektiv Klubko";"na kole , stojí venku před vchodem . A mnohokrát";"děkuju";"za přípitek k narozeninám ! “ „ Tak tedy pěkné"
"Detektiv Klubko";"Pempersi ? “ ptá se sekretářka . „ Ne ,";"děkuji";", mám už s někým smluvený oběd , “ odpoví"
"Upíří deníky";"ale náladu někoho poslouchat . „ Jsem v pořádku ,";"děkuju";". Zeptej se kohokoli okolo . Takže si můžeš přestat"
"Upíří deníky";"mě i o moje záležitosti . Jsem v pořádku ,";"děkuju";". “ Sdělení bylo víc než jasné . Matt se"
"Upíří deníky";"“ zakončila a podala mu mísu . „ Ne ,";"děkuji";". Ale dám si ještě kousek tohohle . “ Podržel"
"Upíří deníky";"mu prosím tě , že jedu do penzionu . A";"děkuju";". “ Přibouchla dvířka před jeho protesty a protočila motor"
"Rubínová pouta";"ráno elegantním kostýmem . „ Ne , můžeš jít a";"děkuji";"ti . “ Žena neodpověděla a vyšla ven . Claudie"
"Vše končí láskou";"důstojníka i nadále dlouhý nos . “ „ Opravdu vám";"děkuji";"za vaši galantní nabídku , “ zasmála se a uvažovala"
"Vše končí láskou";"reagoval , kdyby ho vzala za slovo . „ A";"děkuju";"vám za vaši společnost při úvodních tancích . Bylo to"
"Vše končí láskou";"krokem došla ke dveřím a otevřela je . „ A";"děkuji";", že jste přišla . A teď mě prosím omluvte"
"Vše končí láskou";"Stephene , “ pronesla tichým a vřelým hlasem , „";"děkuju";"ti . Ale já musím vést vlastní život , víš"
"Vše končí láskou";". „ Mám tě doprovodit ? “ „ Ne ,";"děkuji";", Stephene , “ odmítla ho . „ Doprovodí mě"
"Vše končí láskou";". „ Ano , “ přikývl , „ a já";"děkuju";"tobě , Maggie . Ale nejspíš by bylo trochu únavné"
"Život a soužití";"dům smutku s pocitem udivené úcty . Bože můj ,";"děkuji";"ti za naši zdravou Elinku , opakovala tenkrát do nekonečna"
"Život a soužití";"nekonečna cestou zpět do Re . „ Bože můj ,";"děkuji";"ti za naši zdravou , krásnou , i když právě"
"Život a soužití";"závistivému primitivismu . Vyřiď soudruhům z vašeho spolku , že";"děkuji";"za důvěru a nechám se poroučet s doporučením , ať"
"Život a soužití";"a nezmohla se na odpor . „ Velmi pěkně vám";"děkuji";". Jsem Kristýna . S Elinkou jste se seznámila a"
"Hospoda Jamajka";"tím chcete lichotit , “ odpověděla Mary , „ a";"děkuji";"vám , ale přece raději nosím tyto staré šaty a"
"Hospoda Jamajka";"Víte , kde to je ? “ „ Ano ,";"děkuji";". Zkusím to tam . Dobrou noc . “ Muž"
"Dobrý proti severáku";"5 minut později Re : Aha , promiňte ! A";"děkuju";"za vysvětlení . Zdravím . E . R . O"
"Dobrý proti severáku";"se sice ještě míň než nijak , ale přesto Vám";"děkuji";"za srdečný a nesmírně originální hromadný mail ! Abyste věděla"
"Dobrý proti severáku";"a tady nemá co dělat . V každém případě Vám";"děkuji";"za Vaše osvěžující vyjádření . Bylo mi velkým potěšením bavit"
"Dobrý proti severáku";"O 10 minut později Odp : Milá Emmi Rothnerová ,";"děkuji";"za Vaše humorné tipy . Nakonec ze mě ještě uděláte"
"Dobrý proti severáku";"ze mě ještě uděláte vtipálka . A ještě víc Vám";"děkuji";"za test ! Dává mi možnost ukázat Vám , že"
"Dobrý proti severáku";"se sice ještě míň než nijak , ale přesto Vám";"děkuji";"za srdečný a nesmírně originální hromadný mail ! Abyste věděla"
"Dobrý proti severáku";". O 10 minut později Odp : Tak dobře ,";"děkuji";"vám , Emmi ! Sejdeme se dnes večer ? Ale"
"Dobrý proti severáku";"Zítra vám vysvětlím proč . Nezlobte se prosím . A";"děkuji";", že jste mi chtěla pomoci . Moc si toho"
"Dobrý proti severáku";", Emmi , že mi rozumíte . Ještě jednou vám";"děkuji";", že jste mě chtěla podržet . To byl velký"
"Dobrý proti severáku";"Jsem velice spokojený tak , jak žiji . Přesto vám";"děkuji";"za námahu ! Ostatně : moc vás pozdravuje moje sestra"
"Dobrý proti severáku";"O 8 minut později Re : Taky docela dobře ,";"děkuju";". Až na to vedro . Je to normální ?"
"Dobrý proti severáku";"O 20 minut později Odp : Ano , Emmi ,";"děkuji";", naprosto v pořádku . To máte pravdu : 35"
"Smrt darebáka";"zahradu , neudělal bych to . “ „ Jéé ,";"děkuju";", Tome . “ Přejela si tvář jeho rukou ."
"Smrt darebáka";"víc , než jen otrocky kopírovat nápady druhých lidí ,";"děkuju";"vám pěkně . ) Ačkoliv Barnaby ze zvyku protestoval ,"
"Smrt darebáka";"se : „ A nazpátek nic ? “ „ To";"děkuju";"pěkně , “ obořil se na ni muž . „"
"Smrt darebáka";", “ popřála Dierdre oranžovému záhybu látky . „ A";"děkuju";"vám . “ Ještě se naposledy podívala na tatínka ,"
"Smrt darebáka";"krabičku . „ Ne ve službě , paní Carmichaelová ,";"děkuju";". “ „ Jejda . Já myslela , že jenom"
"Smrt darebáka";"je v pořádku ? “ „ Á … ano …";"děkuju";". “ Zatímco čekal na šéfinspektora , byl Colin v"
"Smrt darebáka";"něco nabídnout … třeba čaj ? “ „ Ne ,";"děkuju";", Dierdre . Teď ne . “ David se posadil"
